agent	faction	subtype
engineer	troy_main_trj_lycia	troy_agent_gorgon
engineer	troy_main_trj_lycia	troy_agent_satyr
engineer	troy_main_trj_lycia	troy_agent_seer
general	troy_main_trj_lycia	troy_archer_skirmisher
general	troy_main_trj_lycia	troy_archer_trickster
general	troy_main_trj_lycia	troy_defender_quick
general	troy_main_trj_lycia	troy_defender_tank
general	troy_main_trj_lycia	troy_warlord_tactician
general	troy_main_trj_lycia	troy_warlord_utility
general	troy_main_trj_lycia	troy_warlord_warmonger
minister	troy_main_trj_lycia	default
runesmith	troy_main_trj_lycia	default
spy	troy_main_trj_lycia	troy_agent_spy
wizard	troy_main_trj_lycia	default
champion	troy_main_trj_maeonian_rebels	troy_agent_priest
colonel	troy_main_trj_maeonian_rebels	troy_defender_aggro
colonel	troy_main_trj_maeonian_rebels	troy_fighter_balanced
colonel	troy_main_trj_maeonian_rebels	troy_fighter_disruptor
colonel	troy_main_trj_maeonian_rebels	troy_fighter_killer
dignitary	troy_main_trj_maeonian_rebels	troy_agent_envoy
general	troy_main_trj_maeonian_rebels	troy_archer_skirmisher
general	troy_main_trj_maeonian_rebels	troy_archer_trickster
general	troy_main_trj_maeonian_rebels	troy_defender_aggro
general	troy_main_trj_maeonian_rebels	troy_defender_quick
general	troy_main_trj_maeonian_rebels	troy_defender_tank
general	troy_main_trj_maeonian_rebels	troy_fighter_balanced
general	troy_main_trj_maeonian_rebels	troy_fighter_disruptor
general	troy_main_trj_maeonian_rebels	troy_fighter_killer
general	troy_main_trj_maeonian_rebels	troy_warlord_tactician
general	troy_main_trj_maeonian_rebels	troy_warlord_utility
general	troy_main_trj_maeonian_rebels	troy_warlord_warmonger
minister	troy_main_trj_maeonian_rebels	default
runesmith	troy_main_trj_maeonian_rebels	default
spy	troy_main_trj_maeonian_rebels	troy_agent_spy
wizard	troy_main_trj_maeonian_rebels	default
champion	troy_main_trj_maeonians_tml	troy_agent_priest
colonel	troy_main_trj_maeonians_tml	troy_defender_aggro
colonel	troy_main_trj_maeonians_tml	troy_fighter_balanced
colonel	troy_main_trj_maeonians_tml	troy_fighter_disruptor
colonel	troy_main_trj_maeonians_tml	troy_fighter_killer
dignitary	troy_main_trj_maeonians_tml	troy_agent_envoy
engineer	troy_main_trj_maeonians_tml	troy_agent_gorgon
engineer	troy_main_trj_maeonians_tml	troy_agent_satyr
engineer	troy_main_trj_maeonians_tml	troy_agent_seer
general	troy_main_trj_maeonians_tml	troy_archer_skirmisher
general	troy_main_trj_maeonians_tml	troy_archer_trickster
general	troy_main_trj_maeonians_tml	troy_defender_aggro
general	troy_main_trj_maeonians_tml	troy_defender_quick
general	troy_main_trj_maeonians_tml	troy_defender_tank
general	troy_main_trj_maeonians_tml	troy_fighter_balanced
general	troy_main_trj_maeonians_tml	troy_fighter_disruptor
general	troy_main_trj_maeonians_tml	troy_fighter_killer
general	troy_main_trj_maeonians_tml	troy_warlord_tactician
general	troy_main_trj_maeonians_tml	troy_warlord_utility
general	troy_main_trj_maeonians_tml	troy_warlord_warmonger
minister	troy_main_trj_maeonians_tml	default
runesmith	troy_main_trj_maeonians_tml	default
spy	troy_main_trj_maeonians_tml	troy_agent_spy
wizard	troy_main_trj_maeonians_tml	default
champion	troy_main_trj_maeonians	troy_agent_priest
colonel	troy_main_trj_maeonians	troy_defender_aggro
colonel	troy_main_trj_maeonians	troy_fighter_balanced
colonel	troy_main_trj_maeonians	troy_fighter_disruptor
colonel	troy_main_trj_maeonians	troy_fighter_killer
dignitary	troy_main_trj_maeonians	troy_agent_envoy
engineer	troy_main_trj_maeonians	troy_agent_gorgon
engineer	troy_main_trj_maeonians	troy_agent_satyr
engineer	troy_main_trj_maeonians	troy_agent_seer
general	troy_main_trj_maeonians	troy_archer_skirmisher
general	troy_main_trj_maeonians	troy_archer_trickster
general	troy_main_trj_maeonians	troy_defender_aggro
general	troy_main_trj_maeonians	troy_defender_quick
general	troy_main_trj_maeonians	troy_defender_tank
general	troy_main_trj_maeonians	troy_fighter_balanced
general	troy_main_trj_maeonians	troy_fighter_disruptor
general	troy_main_trj_maeonians	troy_fighter_killer
general	troy_main_trj_maeonians	troy_warlord_tactician
general	troy_main_trj_maeonians	troy_warlord_utility
general	troy_main_trj_maeonians	troy_warlord_warmonger
minister	troy_main_trj_maeonians	default
runesmith	troy_main_trj_maeonians	default
spy	troy_main_trj_maeonians	troy_agent_spy
wizard	troy_main_trj_maeonians	default
champion	troy_main_trj_manyan_phry	troy_agent_priest
colonel	troy_main_trj_manyan_phry	troy_defender_aggro
colonel	troy_main_trj_manyan_phry	troy_fighter_balanced
colonel	troy_main_trj_manyan_phry	troy_fighter_disruptor
colonel	troy_main_trj_manyan_phry	troy_fighter_killer
dignitary	troy_main_trj_manyan_phry	troy_agent_envoy
engineer	troy_main_trj_manyan_phry	troy_agent_gorgon
engineer	troy_main_trj_manyan_phry	troy_agent_satyr
engineer	troy_main_trj_manyan_phry	troy_agent_seer
general	troy_main_trj_manyan_phry	troy_archer_skirmisher
general	troy_main_trj_manyan_phry	troy_archer_trickster
general	troy_main_trj_manyan_phry	troy_defender_aggro
general	troy_main_trj_manyan_phry	troy_defender_quick
general	troy_main_trj_manyan_phry	troy_defender_tank
general	troy_main_trj_manyan_phry	troy_fighter_balanced
general	troy_main_trj_manyan_phry	troy_fighter_disruptor
general	troy_main_trj_manyan_phry	troy_fighter_killer
general	troy_main_trj_manyan_phry	troy_warlord_tactician
general	troy_main_trj_manyan_phry	troy_warlord_utility
general	troy_main_trj_manyan_phry	troy_warlord_warmonger
minister	troy_main_trj_manyan_phry	default
runesmith	troy_main_trj_manyan_phry	default
spy	troy_main_trj_manyan_phry	troy_agent_spy
wizard	troy_main_trj_manyan_phry	default
champion	troy_main_trj_methymna	troy_agent_priest
colonel	troy_main_trj_methymna	troy_defender_aggro
colonel	troy_main_trj_methymna	troy_fighter_balanced
colonel	troy_main_trj_methymna	troy_fighter_disruptor
colonel	troy_main_trj_methymna	troy_fighter_killer
dignitary	troy_main_trj_methymna	troy_agent_envoy
engineer	troy_main_trj_methymna	troy_agent_gorgon
engineer	troy_main_trj_methymna	troy_agent_satyr
engineer	troy_main_trj_methymna	troy_agent_seer
general	troy_main_trj_methymna	troy_archer_skirmisher
general	troy_main_trj_methymna	troy_archer_trickster
general	troy_main_trj_methymna	troy_defender_aggro
general	troy_main_trj_methymna	troy_defender_quick
general	troy_main_trj_methymna	troy_defender_tank
general	troy_main_trj_methymna	troy_fighter_balanced
general	troy_main_trj_methymna	troy_fighter_disruptor
general	troy_main_trj_methymna	troy_fighter_killer
general	troy_main_trj_methymna	troy_warlord_tactician
general	troy_main_trj_methymna	troy_warlord_utility
general	troy_main_trj_methymna	troy_warlord_warmonger
minister	troy_main_trj_methymna	default
runesmith	troy_main_trj_methymna	default
spy	troy_main_trj_methymna	troy_agent_spy
wizard	troy_main_trj_methymna	default
champion	troy_main_trj_mygdonians	troy_agent_priest
colonel	troy_main_trj_mygdonians	troy_defender_aggro
colonel	troy_main_trj_mygdonians	troy_fighter_balanced
colonel	troy_main_trj_mygdonians	troy_fighter_disruptor
colonel	troy_main_trj_mygdonians	troy_fighter_killer
dignitary	troy_main_trj_mygdonians	troy_agent_envoy
engineer	troy_main_trj_mygdonians	troy_agent_gorgon
engineer	troy_main_trj_mygdonians	troy_agent_satyr
engineer	troy_main_trj_mygdonians	troy_agent_seer
general	troy_main_trj_mygdonians	troy_archer_skirmisher
general	troy_main_trj_mygdonians	troy_archer_trickster
general	troy_main_trj_mygdonians	troy_defender_aggro
general	troy_main_trj_mygdonians	troy_defender_quick
general	troy_main_trj_mygdonians	troy_defender_tank
general	troy_main_trj_mygdonians	troy_fighter_balanced
general	troy_main_trj_mygdonians	troy_fighter_disruptor
general	troy_main_trj_mygdonians	troy_fighter_killer
general	troy_main_trj_mygdonians	troy_warlord_tactician
general	troy_main_trj_mygdonians	troy_warlord_utility
general	troy_main_trj_mygdonians	troy_warlord_warmonger
minister	troy_main_trj_mygdonians	default
runesmith	troy_main_trj_mygdonians	default
spy	troy_main_trj_mygdonians	troy_agent_spy
wizard	troy_main_trj_mygdonians	default
champion	troy_main_trj_mysia	troy_agent_priest
colonel	troy_main_trj_mysia	troy_defender_aggro
colonel	troy_main_trj_mysia	troy_fighter_balanced
colonel	troy_main_trj_mysia	troy_fighter_disruptor
colonel	troy_main_trj_mysia	troy_fighter_killer
dignitary	troy_main_trj_mysia	troy_agent_envoy
engineer	troy_main_trj_mysia	troy_agent_gorgon
engineer	troy_main_trj_mysia	troy_agent_satyr
engineer	troy_main_trj_mysia	troy_agent_seer
general	troy_main_trj_mysia	troy_archer_skirmisher
general	troy_main_trj_mysia	troy_archer_trickster
general	troy_main_trj_mysia	troy_defender_aggro
general	troy_main_trj_mysia	troy_defender_quick
general	troy_main_trj_mysia	troy_defender_tank
general	troy_main_trj_mysia	troy_fighter_balanced
general	troy_main_trj_mysia	troy_fighter_disruptor
general	troy_main_trj_mysia	troy_fighter_killer
general	troy_main_trj_mysia	troy_warlord_tactician
general	troy_main_trj_mysia	troy_warlord_utility
general	troy_main_trj_mysia	troy_warlord_warmonger
minister	troy_main_trj_mysia	default
runesmith	troy_main_trj_mysia	default
spy	troy_main_trj_mysia	troy_agent_spy
wizard	troy_main_trj_mysia	default
champion	troy_main_trj_paeonians	troy_agent_priest
colonel	troy_main_trj_paeonians	troy_defender_aggro
colonel	troy_main_trj_paeonians	troy_fighter_balanced
colonel	troy_main_trj_paeonians	troy_fighter_disruptor
colonel	troy_main_trj_paeonians	troy_fighter_killer
dignitary	troy_main_trj_paeonians	troy_agent_envoy
engineer	troy_main_trj_paeonians	troy_agent_gorgon
engineer	troy_main_trj_paeonians	troy_agent_satyr
engineer	troy_main_trj_paeonians	troy_agent_seer
general	troy_main_trj_paeonians	troy_archer_skirmisher
general	troy_main_trj_paeonians	troy_archer_trickster
general	troy_main_trj_paeonians	troy_defender_aggro
general	troy_main_trj_paeonians	troy_defender_quick
general	troy_main_trj_paeonians	troy_defender_tank
general	troy_main_trj_paeonians	troy_fighter_balanced
general	troy_main_trj_paeonians	troy_fighter_disruptor
general	troy_main_trj_paeonians	troy_fighter_killer
general	troy_main_trj_paeonians	troy_warlord_tactician
general	troy_main_trj_paeonians	troy_warlord_utility
general	troy_main_trj_paeonians	troy_warlord_warmonger
minister	troy_main_trj_paeonians	default
runesmith	troy_main_trj_paeonians	default
spy	troy_main_trj_paeonians	troy_agent_spy
wizard	troy_main_trj_paeonians	default
champion	troy_main_trj_paphlagonians	troy_agent_priest
colonel	troy_main_trj_paphlagonians	troy_defender_aggro
colonel	troy_main_trj_paphlagonians	troy_fighter_balanced
colonel	troy_main_trj_paphlagonians	troy_fighter_disruptor
colonel	troy_main_trj_paphlagonians	troy_fighter_killer
dignitary	troy_main_trj_paphlagonians	troy_agent_envoy
engineer	troy_main_trj_paphlagonians	troy_agent_gorgon
engineer	troy_main_trj_paphlagonians	troy_agent_satyr
engineer	troy_main_trj_paphlagonians	troy_agent_seer
general	troy_main_trj_paphlagonians	troy_archer_skirmisher
general	troy_main_trj_paphlagonians	troy_archer_trickster
general	troy_main_trj_paphlagonians	troy_defender_aggro
general	troy_main_trj_paphlagonians	troy_defender_quick
general	troy_main_trj_paphlagonians	troy_defender_tank
general	troy_main_trj_paphlagonians	troy_fighter_balanced
general	troy_main_trj_paphlagonians	troy_fighter_disruptor
general	troy_main_trj_paphlagonians	troy_fighter_killer
general	troy_main_trj_paphlagonians	troy_warlord_tactician
general	troy_main_trj_paphlagonians	troy_warlord_utility
general	troy_main_trj_paphlagonians	troy_warlord_warmonger
minister	troy_main_trj_paphlagonians	default
runesmith	troy_main_trj_paphlagonians	default
spy	troy_main_trj_paphlagonians	troy_agent_spy
wizard	troy_main_trj_paphlagonians	default
champion	troy_main_trj_paris_separatists	troy_agent_priest
colonel	troy_main_trj_paris_separatists	troy_defender_aggro
colonel	troy_main_trj_paris_separatists	troy_fighter_balanced
colonel	troy_main_trj_paris_separatists	troy_fighter_disruptor
colonel	troy_main_trj_paris_separatists	troy_fighter_killer
dignitary	troy_main_trj_paris_separatists	troy_agent_envoy
general	troy_main_trj_paris_separatists	troy_archer_skirmisher
general	troy_main_trj_paris_separatists	troy_archer_trickster
general	troy_main_trj_paris_separatists	troy_defender_aggro
general	troy_main_trj_paris_separatists	troy_defender_quick
general	troy_main_trj_paris_separatists	troy_defender_tank
general	troy_main_trj_paris_separatists	troy_fighter_balanced
general	troy_main_trj_paris_separatists	troy_fighter_disruptor
general	troy_main_trj_paris_separatists	troy_fighter_killer
general	troy_main_trj_paris_separatists	troy_warlord_tactician
general	troy_main_trj_paris_separatists	troy_warlord_utility
general	troy_main_trj_paris_separatists	troy_warlord_warmonger
minister	troy_main_trj_paris_separatists	default
runesmith	troy_main_trj_paris_separatists	default
spy	troy_main_trj_paris_separatists	troy_agent_spy
wizard	troy_main_trj_paris_separatists	default
champion	troy_main_trj_paris	troy_agent_priest
colonel	troy_main_trj_paris	troy_archer_skirmisher
colonel	troy_main_trj_paris	troy_archer_trickster
colonel	troy_main_trj_paris	troy_defender_aggro
colonel	troy_main_trj_paris	troy_defender_quick
colonel	troy_main_trj_paris	troy_defender_tank
colonel	troy_main_trj_paris	troy_fighter_balanced
colonel	troy_main_trj_paris	troy_fighter_disruptor
colonel	troy_main_trj_paris	troy_fighter_killer
dignitary	troy_main_trj_paris	troy_agent_envoy
engineer	troy_main_trj_paris	troy_agent_gorgon
engineer	troy_main_trj_paris	troy_agent_satyr
engineer	troy_main_trj_paris	troy_agent_seer
general	troy_main_trj_paris	troy_archer_skirmisher
general	troy_main_trj_paris	troy_archer_trickster
general	troy_main_trj_paris	troy_defender_aggro
general	troy_main_trj_paris	troy_defender_quick
general	troy_main_trj_paris	troy_defender_tank
general	troy_main_trj_paris	troy_fighter_balanced
general	troy_main_trj_paris	troy_fighter_disruptor
general	troy_main_trj_paris	troy_fighter_killer
minister	troy_main_trj_paris	default
runesmith	troy_main_trj_paris	default
spy	troy_main_trj_paris	troy_agent_spy
wizard	troy_main_trj_paris	default
champion	troy_main_trj_pelasgians_rebels	troy_agent_priest
colonel	troy_main_trj_pelasgians_rebels	troy_defender_aggro
colonel	troy_main_trj_pelasgians_rebels	troy_fighter_balanced
colonel	troy_main_trj_pelasgians_rebels	troy_fighter_disruptor
colonel	troy_main_trj_pelasgians_rebels	troy_fighter_killer
dignitary	troy_main_trj_pelasgians_rebels	troy_agent_envoy
general	troy_main_trj_pelasgians_rebels	troy_archer_skirmisher
general	troy_main_trj_pelasgians_rebels	troy_archer_trickster
general	troy_main_trj_pelasgians_rebels	troy_defender_aggro
general	troy_main_trj_pelasgians_rebels	troy_defender_quick
general	troy_main_trj_pelasgians_rebels	troy_defender_tank
general	troy_main_trj_pelasgians_rebels	troy_fighter_balanced
general	troy_main_trj_pelasgians_rebels	troy_fighter_disruptor
general	troy_main_trj_pelasgians_rebels	troy_fighter_killer
general	troy_main_trj_pelasgians_rebels	troy_warlord_tactician
general	troy_main_trj_pelasgians_rebels	troy_warlord_utility
general	troy_main_trj_pelasgians_rebels	troy_warlord_warmonger
minister	troy_main_trj_pelasgians_rebels	default
runesmith	troy_main_trj_pelasgians_rebels	default
spy	troy_main_trj_pelasgians_rebels	troy_agent_spy
wizard	troy_main_trj_pelasgians_rebels	default
champion	troy_main_trj_pelasgiotes	troy_agent_priest
colonel	troy_main_trj_pelasgiotes	troy_defender_aggro
colonel	troy_main_trj_pelasgiotes	troy_fighter_balanced
colonel	troy_main_trj_pelasgiotes	troy_fighter_disruptor
colonel	troy_main_trj_pelasgiotes	troy_fighter_killer
dignitary	troy_main_trj_pelasgiotes	troy_agent_envoy
engineer	troy_main_trj_pelasgiotes	troy_agent_gorgon
engineer	troy_main_trj_pelasgiotes	troy_agent_satyr
engineer	troy_main_trj_pelasgiotes	troy_agent_seer
general	troy_main_trj_pelasgiotes	troy_archer_skirmisher
general	troy_main_trj_pelasgiotes	troy_archer_trickster
general	troy_main_trj_pelasgiotes	troy_defender_aggro
general	troy_main_trj_pelasgiotes	troy_defender_quick
general	troy_main_trj_pelasgiotes	troy_defender_tank
general	troy_main_trj_pelasgiotes	troy_fighter_balanced
general	troy_main_trj_pelasgiotes	troy_fighter_disruptor
general	troy_main_trj_pelasgiotes	troy_fighter_killer
general	troy_main_trj_pelasgiotes	troy_warlord_tactician
general	troy_main_trj_pelasgiotes	troy_warlord_utility
general	troy_main_trj_pelasgiotes	troy_warlord_warmonger
minister	troy_main_trj_pelasgiotes	default
runesmith	troy_main_trj_pelasgiotes	default
spy	troy_main_trj_pelasgiotes	troy_agent_spy
wizard	troy_main_trj_pelasgiotes	default
champion	troy_main_trj_tereia	troy_agent_priest
colonel	troy_main_trj_tereia	troy_defender_aggro
colonel	troy_main_trj_tereia	troy_fighter_balanced
colonel	troy_main_trj_tereia	troy_fighter_disruptor
colonel	troy_main_trj_tereia	troy_fighter_killer
dignitary	troy_main_trj_tereia	troy_agent_envoy
engineer	troy_main_trj_tereia	troy_agent_gorgon
engineer	troy_main_trj_tereia	troy_agent_satyr
engineer	troy_main_trj_tereia	troy_agent_seer
general	troy_main_trj_tereia	troy_archer_skirmisher
general	troy_main_trj_tereia	troy_archer_trickster
general	troy_main_trj_tereia	troy_defender_aggro
general	troy_main_trj_tereia	troy_defender_quick
general	troy_main_trj_tereia	troy_defender_tank
general	troy_main_trj_tereia	troy_fighter_balanced
general	troy_main_trj_tereia	troy_fighter_disruptor
general	troy_main_trj_tereia	troy_fighter_killer
general	troy_main_trj_tereia	troy_warlord_tactician
general	troy_main_trj_tereia	troy_warlord_utility
general	troy_main_trj_tereia	troy_warlord_warmonger
minister	troy_main_trj_tereia	default
runesmith	troy_main_trj_tereia	default
spy	troy_main_trj_tereia	troy_agent_spy
wizard	troy_main_trj_tereia	default
champion	troy_main_trj_thracian_rebels	troy_agent_priest
colonel	troy_main_trj_thracian_rebels	troy_defender_aggro
colonel	troy_main_trj_thracian_rebels	troy_fighter_balanced
colonel	troy_main_trj_thracian_rebels	troy_fighter_disruptor
colonel	troy_main_trj_thracian_rebels	troy_fighter_killer
dignitary	troy_main_trj_thracian_rebels	troy_agent_envoy
general	troy_main_trj_thracian_rebels	troy_archer_skirmisher
general	troy_main_trj_thracian_rebels	troy_archer_trickster
general	troy_main_trj_thracian_rebels	troy_defender_aggro
general	troy_main_trj_thracian_rebels	troy_defender_quick
general	troy_main_trj_thracian_rebels	troy_defender_tank
general	troy_main_trj_thracian_rebels	troy_fighter_balanced
general	troy_main_trj_thracian_rebels	troy_fighter_disruptor
general	troy_main_trj_thracian_rebels	troy_fighter_killer
general	troy_main_trj_thracian_rebels	troy_warlord_tactician
general	troy_main_trj_thracian_rebels	troy_warlord_utility
general	troy_main_trj_thracian_rebels	troy_warlord_warmonger
minister	troy_main_trj_thracian_rebels	default
runesmith	troy_main_trj_thracian_rebels	default
spy	troy_main_trj_thracian_rebels	troy_agent_spy
wizard	troy_main_trj_thracian_rebels	default
champion	troy_main_trj_thrakes	troy_agent_priest
colonel	troy_main_trj_thrakes	troy_defender_aggro
colonel	troy_main_trj_thrakes	troy_fighter_balanced
colonel	troy_main_trj_thrakes	troy_fighter_disruptor
colonel	troy_main_trj_thrakes	troy_fighter_killer
dignitary	troy_main_trj_thrakes	troy_agent_envoy
engineer	troy_main_trj_thrakes	troy_agent_gorgon
engineer	troy_main_trj_thrakes	troy_agent_satyr
engineer	troy_main_trj_thrakes	troy_agent_seer
general	troy_main_trj_thrakes	troy_archer_skirmisher
general	troy_main_trj_thrakes	troy_archer_trickster
general	troy_main_trj_thrakes	troy_defender_aggro
general	troy_main_trj_thrakes	troy_defender_quick
general	troy_main_trj_thrakes	troy_defender_tank
general	troy_main_trj_thrakes	troy_fighter_balanced
general	troy_main_trj_thrakes	troy_fighter_disruptor
general	troy_main_trj_thrakes	troy_fighter_killer
general	troy_main_trj_thrakes	troy_warlord_tactician
general	troy_main_trj_thrakes	troy_warlord_utility
general	troy_main_trj_thrakes	troy_warlord_warmonger
minister	troy_main_trj_thrakes	default
runesmith	troy_main_trj_thrakes	default
spy	troy_main_trj_thrakes	troy_agent_spy
wizard	troy_main_trj_thrakes	default
champion	troy_main_trj_thyni	troy_agent_priest
colonel	troy_main_trj_thyni	troy_defender_aggro
colonel	troy_main_trj_thyni	troy_fighter_balanced
colonel	troy_main_trj_thyni	troy_fighter_disruptor
colonel	troy_main_trj_thyni	troy_fighter_killer
dignitary	troy_main_trj_thyni	troy_agent_envoy
engineer	troy_main_trj_thyni	troy_agent_gorgon
engineer	troy_main_trj_thyni	troy_agent_satyr
engineer	troy_main_trj_thyni	troy_agent_seer
general	troy_main_trj_thyni	troy_archer_skirmisher
general	troy_main_trj_thyni	troy_archer_trickster
general	troy_main_trj_thyni	troy_defender_aggro
general	troy_main_trj_thyni	troy_defender_quick
general	troy_main_trj_thyni	troy_defender_tank
general	troy_main_trj_thyni	troy_fighter_balanced
general	troy_main_trj_thyni	troy_fighter_disruptor
general	troy_main_trj_thyni	troy_fighter_killer
general	troy_main_trj_thyni	troy_warlord_tactician
general	troy_main_trj_thyni	troy_warlord_utility
general	troy_main_trj_thyni	troy_warlord_warmonger
minister	troy_main_trj_thyni	default
runesmith	troy_main_trj_thyni	default
spy	troy_main_trj_thyni	troy_agent_spy
wizard	troy_main_trj_thyni	default
champion	troy_main_trj_tlawa	troy_agent_priest
colonel	troy_main_trj_tlawa	troy_defender_aggro
colonel	troy_main_trj_tlawa	troy_fighter_balanced
colonel	troy_main_trj_tlawa	troy_fighter_disruptor
colonel	troy_main_trj_tlawa	troy_fighter_killer
dignitary	troy_main_trj_tlawa	troy_agent_envoy
engineer	troy_main_trj_tlawa	troy_agent_gorgon
engineer	troy_main_trj_tlawa	troy_agent_satyr
engineer	troy_main_trj_tlawa	troy_agent_seer
general	troy_main_trj_tlawa	troy_archer_skirmisher
general	troy_main_trj_tlawa	troy_archer_trickster
general	troy_main_trj_tlawa	troy_defender_aggro
general	troy_main_trj_tlawa	troy_defender_quick
general	troy_main_trj_tlawa	troy_defender_tank
general	troy_main_trj_tlawa	troy_fighter_balanced
general	troy_main_trj_tlawa	troy_fighter_disruptor
general	troy_main_trj_tlawa	troy_fighter_killer
general	troy_main_trj_tlawa	troy_warlord_tactician
general	troy_main_trj_tlawa	troy_warlord_utility
general	troy_main_trj_tlawa	troy_warlord_warmonger
minister	troy_main_trj_tlawa	default
runesmith	troy_main_trj_tlawa	default
spy	troy_main_trj_tlawa	troy_agent_spy
wizard	troy_main_trj_tlawa	default
champion	troy_main_trj_troy	troy_agent_priest
colonel	troy_main_trj_troy	troy_defender_aggro
colonel	troy_main_trj_troy	troy_fighter_balanced
colonel	troy_main_trj_troy	troy_fighter_disruptor
colonel	troy_main_trj_troy	troy_fighter_killer
dignitary	troy_main_trj_troy	troy_agent_envoy
engineer	troy_main_trj_troy	troy_agent_gorgon
engineer	troy_main_trj_troy	troy_agent_satyr
engineer	troy_main_trj_troy	troy_agent_seer
general	troy_main_trj_troy	troy_archer_skirmisher
general	troy_main_trj_troy	troy_archer_trickster
general	troy_main_trj_troy	troy_defender_aggro
general	troy_main_trj_troy	troy_defender_quick
general	troy_main_trj_troy	troy_defender_tank
general	troy_main_trj_troy	troy_fighter_balanced
general	troy_main_trj_troy	troy_fighter_disruptor
general	troy_main_trj_troy	troy_fighter_killer
general	troy_main_trj_troy	troy_warlord_tactician
general	troy_main_trj_troy	troy_warlord_utility
general	troy_main_trj_troy	troy_warlord_warmonger
minister	troy_main_trj_troy	default
runesmith	troy_main_trj_troy	default
spy	troy_main_trj_troy	troy_agent_spy
wizard	troy_main_trj_troy	default
